Crop,Rainfall,Temperature,Nitrogen,Phosphorus,Potassium,pH,Yield
Sunflower,481.019486908756,26.31132425015238,58.080216796350086,36.64649269254855,48.453205088533096,7.090864495745603,3.77187921976635
Peanut,560.725607356542,24.412595309367546,78.56104732488114,31.824762224835176,44.3694573299509,6.60242588176884,3.215243740155582
Green Gram,756.2006574485481,25.322747952356103,55.97067060494139,42.88447278985304,24.450014769810938,6.189287382457584,2.248634988562416
Cowpea,674.1782170241803,23.902225319824016,59.78511023443694,51.222273497252985,33.61146252726415,6.908140187302969,1.198356923358084
Mustard,357.2070362150398,27.16598140532399,75.10824852256856,46.54005685169396,55.96476947106936,6.64510491249958,3.7202275549712325
Chickpea,569.4658094175876,25.44198683488937,36.63958601045981,33.80343357102524,32.80292018782874,6.997661794590464,1.7486020468710737
Maize,774.7284141867907,23.691214627069233,64.56123941830243,27.98775250660668,40.11567814931091,6.989177938383758,4.117940578127711
Maize,722.54829424614,25.03758099287372,88.07932069960361,36.53760934956718,29.278094987409574,6.207196159267536,4.996021560008746
Sunflower,511.4684278819417,30.821811393610012,42.05784319889504,38.628882229419816,39.373466972629615,6.15540084888695,2.7685313674200103
Maize,762.6945211952609,20.69093842929079,65.41091909636333,54.58806965104708,37.864636771537256,7.025211263873699,4.722300012994388
Sunflower,514.5562054408906,25.85351982447246,70.6973012740692,48.65171416407226,50.24930133879911,6.835109632755673,3.0224872888826635
Peanut,714.7303949798315,21.74426815215755,47.21664287843418,51.080963185968145,39.269540664897306,6.509736985165888,1.5152644735091467
Cotton,600.2760432394203,29.860169522551935,64.17512527490018,59.6387623647368,68.87241275032076,5.729394207636114,2.560965377317859
Chickpea,609.9162468822516,24.090751781231994,34.802123699080155,58.863838709706926,43.305068599002226,6.851390334921596,1.1699140799543586
Rice,1155.5799034044883,30.03548703299988,81.99049969731828,32.447445825957395,43.29338922990978,6.136022159669492,5.321228022323046
Chickpea,536.5834221823848,29.05931772402045,24.55270032440807,47.196545335915616,28.49739410241348,7.0177293821402,1.9732655067285017
Peanut,454.20969592562824,21.087258097035345,79.37782633284479,31.64345875554243,36.132693730611955,7.4179861308399655,3.41837381827151
Sunflower,427.75975201072964,22.593712983129777,40.309196262772474,52.410423702893034,35.270844056275266,6.570311168572855,3.259178158456659
Black Gram,679.3617838373564,28.016578060942905,34.166686854384984,45.882846969891894,42.26123982123336,6.654329393268468,1.91950850071255
Wheat,744.8440054448265,18.636387411052468,82.93598723543371,41.28496884706803,32.53081879530441,6.1727600589956975,2.552141397561872
Soybean,485.9365902890345,31.371371711920972,38.40387607575235,57.5844016432076,30.85558073702377,6.655067669352341,1.211726266791172
Chickpea,694.435644151456,26.287550516007578,35.83066787437332,42.41098247343445,30.185398434453916,6.499602933739698,1.3362654160913732
Black Gram,716.6123334840933,26.36725784927178,27.756148250676013,61.04912917297341,30.532992048720814,7.437335023495725,2.290885952339128
Maize,594.5075395786897,19.757330619332333,69.86359014119917,46.0839644845608,51.607535344141226,6.811018021037478,3.531438386841687
Sunflower,613.9743860591836,24.495342959182274,62.54941933151399,47.38404269119469,50.43400434944501,7.3230722348894,3.107479576678915
Cowpea,561.6041208216803,31.65167677049792,32.64555577962321,47.59051265367456,34.067632505791195,6.947077680038144,2.592659358302856
Cowpea,428.08606010653904,26.08804262347734,32.416314024252436,48.07655454802729,21.70670152501857,7.247544947494682,1.15346200234691
Cotton,1184.1579727732044,21.354447560199542,95.64478911775402,45.379299063298596,53.21317629644762,7.885578691806975,2.977842090962481
Rice,1449.7337036509061,30.47852734158377,106.0734981859444,39.64580288641285,44.26887083829209,5.726291615043458,3.685621100303302
Wheat,724.3867245290483,22.560657673713315,99.2954232437359,22.529873960736914,39.383812734311576,6.05871318930101,4.269054260808197
Green Gram,662.0342765850872,27.317664875872094,34.55591838742851,66.71747156467842,31.622496785693478,7.161697182860603,2.357795441119162
Rice,1789.2269315636647,29.178442855754454,82.6364741711887,32.83517842545283,50.35138034520243,5.926220460817171,5.671200965007385
Peanut,782.2050143269549,26.437811391248665,46.014933089423785,32.44505962343652,49.908363180181766,7.37511968258568,2.27557934387953
Peanut,649.2399814059404,23.487411780695044,63.80164912606299,58.14006598697283,39.28745662247883,6.56501895908445,3.479154894658859
Cotton,589.4556348702422,30.542463082331302,116.82651746516287,69.8865645186348,66.49791941833297,5.733632412665054,2.840912080159878
Black Gram,580.9140481733923,24.351172027784532,27.210516915073786,38.56770644835601,48.430048026030406,6.729406381309091,1.4530860930677745
Maize,561.9780691777619,21.54950521985546,99.40600868357001,42.76913994536262,43.89197654447849,6.977288006002935,4.579594888636786
Peanut,468.38218598214075,28.72830646226138,45.24196165718032,41.30159612467574,34.867416362653515,7.247017585033689,3.427744534327471
Sunflower,751.327991357219,28.096561969275978,41.747697118180575,40.928982423923074,51.5875702137195,7.454382905112937,3.0264885553145393
Sunflower,674.2682590477182,24.284991482466765,61.36044598793045,39.28403689688369,54.25871613272359,6.703523407548379,3.5877834818142684
Soybean,739.1534125325462,26.845032720366696,37.62389614036082,60.777542079023036,43.34372111749778,6.754360037231368,1.8373216534594916
Maize,826.7564958324961,27.61511068981857,66.91992673017157,33.75011240561525,47.441266267155655,7.2482338901044745,4.6636222362732935
Wheat,684.5603908476003,17.738640813287276,64.98711087854595,22.516253761153703,24.809370027361354,6.673978830560738,3.7833818448213608
Cotton,806.2307921364866,34.196198945176405,73.32228041441884,48.04511960882836,43.983403125545955,5.5666754770073466,1.606513774342149
Black Gram,586.9807438395101,24.63399341653514,23.264217488441666,38.981550344284635,29.560546263491936,6.148624686589572,2.429408545046459
Soybean,795.690318741088,21.65119505271046,31.47517589253073,63.190463326112905,40.88215965727951,6.208189037727279,2.411072350578161
Green Gram,707.6741285817742,30.87028986923925,20.760155396438815,38.62618977873417,24.485588568926804,7.410338924011977,2.217760198232107
Chickpea,455.5934301621192,23.457218936470767,32.0460477834488,31.90997786475405,32.59476631260329,7.190848662959157,1.9142272332728973
Wheat,734.675088242134,17.497438333564144,81.44215137256245,38.95864826039427,37.25142372591901,7.0778164916885284,3.228179969438145
Rice,1614.8095827759507,25.924513910452347,96.66270380834159,49.93113905226028,32.568418649617854,6.961981736428332,3.7030379687265382
Black Gram,672.0409799640167,29.43694803014381,40.30490355317353,30.81337225152663,46.19994315582553,6.065301637750165,1.773762643054715
Soybean,526.8251305346064,20.194906773307373,51.54080065118061,43.79209972653565,41.988230643519245,6.942385443713484,2.543002748219718
Mustard,678.3394632209786,19.867734258031096,54.09196184456758,40.156417745391025,49.283868486081616,7.2455754851454035,3.2117064160224587
Mustard,539.265585808962,20.551891977794227,45.39410324785129,51.48135172788584,58.308154521363875,6.055475685299664,2.003977482091752
Sunflower,399.73491685759416,18.586683187025347,77.33483919801589,45.46150767763496,59.6736810688837,6.814546046481279,2.1332844130065434
Sunflower,623.4502494003751,22.00555253772168,74.48554121877001,31.434121027394742,49.671941026730394,6.40982490917081,3.498356028795599
Chickpea,844.7432585061407,28.919692466235453,55.78549979820213,45.465790730427685,49.211707529459275,6.744304839805534,1.9950467849872546
Sugarcane,1797.2908803766657,24.00081043703274,108.26115066340664,71.2249830659207,71.53035760017235,7.492647247266113,70.8273891562854
Pearl Millet,362.42399987510794,23.040895843974937,56.436768858325465,26.129917121815048,32.052432554612,6.278348218649136,2.786459059424618
Soybean,623.5648298351286,28.721772748533233,56.464289233851225,54.59405928795057,33.04821512279407,6.959203965738721,2.5829556576595363
Rice,1075.0411649881594,29.100100303066387,94.5324452260393,54.032879266865095,50.382318234440696,6.929184094419412,3.9283384050876493
Cowpea,739.0444359977243,25.25807389928093,25.04920097209017,39.43981521681409,39.35488627098392,6.543225873815131,2.8989342237598397
Rice,1605.0948288547856,29.43249645530716,117.95294117062227,41.16040135412051,52.892534153957385,6.360882667500843,5.088379644608869
Chickpea,557.1927206574408,23.344277195597737,58.420802090599715,31.03653363456573,25.581441484177997,6.776617911312588,2.827085011626373
Wheat,504.71067063499834,13.90434656709855,77.85092449622465,49.890953364642826,28.56730633094474,7.374718364312822,3.72800048813556
Wheat,454.2913670922109,11.110780587648154,66.90625455936164,41.40109683091443,49.91787212069126,7.215769827536448,4.918903090907656
Soybean,733.919895244484,28.514485841835057,41.99988589947562,41.614491311112545,28.998700347102147,6.236257873980057,2.419127582420773
Mustard,618.8500112820082,29.111749373830037,60.35022980697203,33.640873652353704,36.02941113533057,6.208315308057548,3.475932652019373
Rice,1360.896524444382,28.578219256932208,98.696233571667,59.49035872928357,33.893136891413114,6.82636967025193,3.6972443158020982
Chickpea,899.7975219671935,28.626435918688635,41.02782619321201,60.76658201498792,44.70018198525172,6.110626069366859,2.9447594630275318
Peanut,337.0825098826531,24.521664794694825,60.694400472794406,33.850038322350414,54.87161184406197,6.826955165413699,2.9694649760045695
Sunflower,783.1323069670534,24.05665601074765,76.4284908378755,31.66238550053331,33.72483361917037,6.229523200215301,1.9116426997253102
Soybean,867.3689183195387,22.705643416585602,57.8993254723859,50.75591173616824,28.521449307933533,6.11828985717824,1.3926038389661473
Black Gram,537.2255166067566,27.500268337383083,44.57713113232792,33.73713627534304,39.22962281896976,6.887712667974908,2.1612930022805075
Maize,763.4931493535017,26.647593221247277,90.25694539309276,54.48855014396861,44.72663120509535,7.1504725346532645,3.085120463696633
Rice,1948.5468539703916,30.168178950355724,90.58623631332217,36.32425139105894,47.16411607338192,6.427162639487436,3.590857695744292
Sugarcane,1627.1640102980843,24.345074852024087,195.6650169954405,74.14724090877097,90.23440771078666,7.0274862617935145,77.84603228578453
Wheat,675.4454286691935,12.371206705228108,76.6248698485646,33.93326473326005,30.205777050553323,6.215503036743952,4.653712692081237
Soybean,767.0998774022735,30.329328389051902,59.01496511659521,35.23064606209546,31.11620594150874,6.842476823622554,1.6382317728063145
Green Gram,461.26095454198,25.39515214394798,25.63510540032734,32.02421167201161,48.361546781096564,7.296245775543646,1.836269486669753
Cotton,1131.617578951938,32.202167696591744,116.02509211496428,58.845137152884874,37.59336404893439,5.898356029731511,3.491938822190834
Green Gram,649.379854198827,23.702485784653152,20.92705192865404,67.80931216276949,35.16333389071315,7.450029945828713,1.4302888450524822
Soybean,424.329066464828,23.37627606048234,43.900750840407454,63.71398587651849,40.17561811296348,6.428622572161526,1.0163548118944818
Wheat,572.3711077390162,23.236835963778894,89.10032253437568,42.91570292485969,30.978120575526887,6.600872431522135,3.9257041097025733
Sorghum,445.0095103777138,24.329025455586436,55.453952999191145,29.007087612808363,30.99714179034839,7.563278294896534,3.058103946603809
Cowpea,459.40550986179477,31.70099378496541,35.75614850914428,61.79588913523783,30.17255899857696,7.408422850433063,2.509930344585588
